Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.62     10.18    122.52   -460.10  -92.10   -354.51  0.00     0.00     0.00     -21.34   -0.00    0.00     0.98     -804.55 
3        0.57     10.66    137.08   -453.43  -83.94   -350.32  0.00     0.00     0.00     -21.28   0.00     0.00     0.60     -771.29 
4        0.65     10.53    126.46   -463.95  -90.14   -354.68  0.00     0.00     0.00     -19.80   -0.00    0.00     1.02     -801.10 
5        0.68     10.27    116.47   -457.25  -89.62   -351.89  0.00     0.00     0.00     -22.07   0.00     0.00     0.53     -803.83 
6        0.61     10.10    126.59   -454.40  -92.41   -352.18  0.00     0.00     0.00     -20.21   -0.00    0.00     1.02     -791.59 
7        0.68     10.44    139.37   -458.05  -93.21   -350.67  0.00     0.00     0.00     -19.67   -0.00    0.00     1.33     -780.89 
8        0.63     10.54    147.17   -456.68  -92.85   -350.89  0.00     0.00     0.00     -19.76   0.00     0.00     1.25     -771.74 
9        0.60     10.32    114.26   -449.25  -88.22   -354.07  0.00     0.00     0.00     -20.08   -0.00    0.00     0.82     -796.54 
10       0.65     10.42    135.21   -460.34  -92.59   -347.08  0.00     0.00     0.00     -17.20   -0.00    0.00     1.16     -780.84 
11       0.61     10.32    130.59   -457.33  -93.04   -353.21  0.00     0.00     0.00     -20.76   -0.00    0.00     0.88     -792.88 
12       0.55     10.53    137.17   -460.93  -89.62   -353.53  0.00     0.00     0.00     -19.37   -0.00    0.00     1.06     -785.22 
13       0.56     10.67    131.10   -457.31  -92.22   -349.66  0.00     0.00     0.00     -19.94   -0.00    0.00     1.26     -786.77 
14       0.60     10.19    130.16   -465.74  -93.99   -353.70  0.00     0.00     0.00     -20.31   -0.00    0.00     1.42     -802.15 
15       0.59     10.82    113.89   -458.23  -83.89   -354.06  0.00     0.00     0.00     -20.68   -0.00    0.00     1.45     -801.52 
16       0.62     10.39    129.49   -456.76  -91.69   -350.31  0.00     0.00     0.00     -22.30   -0.00    0.00     0.88     -790.70 
17       0.65     10.42    130.92   -458.12  -89.89   -350.83  0.00     0.00     0.00     -19.66   -0.00    0.00     1.20     -786.38 
18       0.63     10.37    134.74   -451.19  -93.20   -351.47  0.00     0.00     0.00     -19.46   -0.00    0.00     0.99     -779.60 
19       0.62     10.11    134.78   -449.45  -96.25   -353.88  0.00     0.00     0.00     -21.39   -0.00    0.00     1.33     -784.87 
20       0.68     10.27    120.94   -451.28  -90.73   -352.46  0.00     0.00     0.00     -18.92   -0.00    0.00     1.12     -791.34 
