Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.63     10.61    139.02   -452.73  -90.80   -352.41  0.00     0.00     0.00     -20.12   0.00     0.00     1.43     -775.62 
3        0.63     10.20    128.57   -460.41  -94.06   -352.23  0.00     0.00     0.00     -20.72   0.00     0.00     0.87     -797.97 
4        0.66     10.20    132.41   -455.72  -94.56   -352.73  0.00     0.00     0.00     -20.16   -0.00    0.00     0.71     -790.05 
5        0.60     10.47    115.34   -459.56  -83.86   -353.01  0.00     0.00     0.00     -18.87   0.00     0.00     0.87     -799.08 
6        0.62     10.10    114.93   -454.23  -94.26   -353.69  0.00     0.00     0.00     -20.27   0.00     0.00     0.80     -806.72 
7        0.61     10.75    132.80   -454.28  -83.44   -354.02  0.00     0.00     0.00     -20.68   0.00     0.00     1.41     -778.21 
8        0.63     10.56    115.81   -459.94  -87.04   -353.04  0.00     0.00     0.00     -18.54   0.00     0.00     0.80     -801.95 
9        0.62     10.50    130.04   -456.08  -92.60   -351.83  0.00     0.00     0.00     -19.15   -0.00    0.00     1.09     -788.53 
10       0.63     10.20    138.57   -447.16  -94.85   -352.27  0.00     0.00     0.00     -18.09   -0.00    0.00     0.82     -772.98 
11       0.60     10.20    121.40   -458.45  -92.87   -353.08  0.00     0.00     0.00     -23.26   0.00     0.00     0.63     -805.64 
12       0.70     10.05    131.18   -458.08  -95.30   -353.16  0.00     0.00     0.00     -21.29   -0.00    0.00     1.34     -795.32 
13       0.63     10.22    142.47   -454.53  -97.33   -352.89  0.00     0.00     0.00     -20.47   -0.00    0.00     1.35     -781.41 
14       0.58     10.34    124.28   -458.13  -92.96   -352.21  0.00     0.00     0.00     -20.60   -0.00    0.00     0.94     -798.68 
15       0.51     10.86    129.03   -459.99  -86.14   -351.68  0.00     0.00     0.00     -20.78   0.00     0.00     1.42     -788.15 
16       0.67     10.03    135.77   -457.50  -95.05   -349.65  0.00     0.00     0.00     -20.68   -0.00    0.00     0.62     -786.50 
17       0.65     10.24    124.92   -459.37  -95.10   -350.91  0.00     0.00     0.00     -21.65   0.00     0.00     1.43     -800.68 
18       0.67     10.40    144.19   -457.98  -90.81   -347.65  0.00     0.00     0.00     -21.55   -0.00    0.00     1.01     -772.79 
19       0.66     10.34    126.29   -455.63  -95.28   -354.10  0.00     0.00     0.00     -19.97   0.00     0.00     0.71     -797.98 
20       0.51     10.51    134.53   -453.31  -90.16   -347.26  0.00     0.00     0.00     -18.45   -0.00    0.00     0.94     -773.71 
