Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.66     10.33    142.18   -459.61  -94.73   -348.18  0.00     0.00     0.00     -19.67   -0.00    0.00     0.87     -779.13 
3        0.64     10.57    121.05   -453.99  -94.41   -353.19  0.00     0.00     0.00     -20.37   -0.00    0.00     0.90     -800.01 
4        0.60     10.29    117.77   -455.09  -86.23   -351.39  0.00     0.00     0.00     -21.14   -0.00    0.00     0.98     -795.11 
5        0.56     10.10    124.01   -458.89  -93.79   -345.56  0.00     0.00     0.00     -20.76   -0.00    0.00     0.66     -794.33 
6        0.64     10.23    128.51   -458.08  -91.07   -349.08  0.00     0.00     0.00     -20.93   -0.00    0.00     0.71     -789.93 
7        0.56     10.17    123.44   -456.20  -92.61   -350.64  0.00     0.00     0.00     -20.18   -0.00    0.00     1.18     -795.02 
8        0.64     10.32    137.78   -456.51  -92.96   -351.19  0.00     0.00     0.00     -21.47   -0.00    0.00     1.14     -783.21 
9        0.54     10.76    131.42   -453.34  -85.32   -347.17  0.00     0.00     0.00     -19.48   -0.00    0.00     1.38     -772.50 
10       0.53     10.82    128.28   -458.45  -83.19   -348.53  0.00     0.00     0.00     -19.29   -0.00    0.00     1.34     -779.84 
11       0.64     10.18    141.92   -452.74  -95.03   -351.81  0.00     0.00     0.00     -18.96   -0.00    0.00     1.22     -775.40 
12       0.68     10.33    115.68   -453.02  -95.63   -352.78  0.00     0.00     0.00     -20.52   -0.00    0.00     1.25     -805.02 
13       0.65     10.38    118.81   -460.40  -92.34   -349.16  0.00     0.00     0.00     -17.85   -0.00    0.00     0.91     -800.02 
14       0.55     10.84    138.76   -459.80  -82.56   -346.06  0.00     0.00     0.00     -19.21   -0.00    0.00     1.20     -767.67 
15       0.67     10.35    129.35   -456.12  -94.72   -353.96  0.00     0.00     0.00     -18.28   -0.00    0.00     0.87     -792.85 
16       0.67     10.41    137.62   -458.93  -90.56   -352.99  0.00     0.00     0.00     -20.58   -0.00    0.00     1.30     -784.15 
17       0.68     10.48    139.62   -464.04  -91.59   -352.10  0.00     0.00     0.00     -19.44   0.00     0.00     1.22     -786.32 
18       0.57     10.59    127.10   -454.44  -91.29   -354.18  0.00     0.00     0.00     -20.67   -0.00    0.00     0.88     -792.61 
19       0.67     10.08    117.03   -454.27  -92.49   -351.81  0.00     0.00     0.00     -21.08   -0.00    0.00     0.82     -801.80 
20       0.62     10.06    134.89   -455.41  -95.54   -347.33  0.00     0.00     0.00     -20.14   -0.00    0.00     0.86     -782.68 
