Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.60     10.62    132.38   -453.20  -84.10   -353.40  0.00     0.00     0.00     -21.01   -0.00    0.00     1.28     -778.04 
3        0.69     10.21    125.45   -457.30  -95.44   -355.98  0.00     0.00     0.00     -20.96   -0.00    0.00     0.98     -803.25 
4        0.65     10.31    123.16   -444.02  -89.55   -352.17  0.00     0.00     0.00     -20.39   0.00     0.00     0.89     -782.08 
5        0.61     10.43    124.52   -455.01  -91.89   -355.00  0.00     0.00     0.00     -21.48   -0.00    0.00     1.17     -797.70 
6        0.64     10.20    124.37   -460.94  -94.43   -350.55  0.00     0.00     0.00     -20.61   -0.00    0.00     0.67     -801.50 
7        0.63     10.02    127.84   -453.43  -95.50   -351.71  0.00     0.00     0.00     -20.39   -0.00    0.00     0.94     -792.25 
8        0.66     10.42    127.68   -452.28  -98.52   -350.35  0.00     0.00     0.00     -18.76   0.00     0.00     0.86     -791.36 
9        0.64     10.35    116.73   -450.27  -93.81   -349.79  0.00     0.00     0.00     -21.94   -0.00    0.00     1.20     -797.88 
10       0.58     10.32    122.65   -452.79  -95.46   -353.08  0.00     0.00     0.00     -19.57   -0.00    0.00     0.66     -797.59 
11       0.66     10.55    134.70   -462.45  -90.51   -354.13  0.00     0.00     0.00     -19.88   -0.00    0.00     0.72     -791.55 
12       0.61     10.30    123.15   -454.99  -94.39   -357.23  0.00     0.00     0.00     -21.10   -0.00    0.00     0.86     -803.71 
13       0.60     10.43    122.54   -457.58  -87.00   -352.55  0.00     0.00     0.00     -20.52   -0.00    0.00     1.29     -793.81 
14       0.69     10.37    126.36   -458.32  -89.70   -351.60  0.00     0.00     0.00     -21.41   0.00     0.00     1.26     -793.41 
15       0.61     10.81    117.07   -454.56  -85.50   -356.21  0.00     0.00     0.00     -21.00   -0.00    0.00     1.46     -798.75 
16       0.72     10.04    133.25   -458.39  -89.03   -350.85  0.00     0.00     0.00     -20.52   0.00     0.00     0.86     -784.68 
17       0.72     10.31    137.44   -446.78  -96.50   -350.31  0.00     0.00     0.00     -19.42   0.00     0.00     1.58     -773.99 
18       0.66     10.76    128.31   -453.69  -87.62   -352.19  0.00     0.00     0.00     -21.59   0.00     0.00     1.48     -785.31 
19       0.68     10.37    135.23   -462.98  -90.64   -346.48  0.00     0.00     0.00     -19.50   -0.00    0.00     1.66     -782.71 
20       0.50     10.97    133.01   -455.65  -88.12   -348.73  0.00     0.00     0.00     -18.55   0.00     0.00     1.70     -776.33 
