Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.68     10.37    133.76   -460.73  -89.00   -354.41  0.00     0.00     0.00     -22.18   -0.00    0.00     1.04     -791.52 
3        0.69     10.39    141.71   -450.09  -92.69   -351.84  0.00     0.00     0.00     -20.18   0.00     0.00     1.01     -772.08 
4        0.71     10.40    121.67   -456.15  -88.24   -353.79  0.00     0.00     0.00     -19.60   -0.00    0.00     0.89     -795.21 
5        0.64     10.82    135.83   -458.33  -88.73   -351.43  0.00     0.00     0.00     -19.40   -0.00    0.00     1.29     -780.77 
6        0.66     10.15    114.74   -458.43  -93.49   -353.55  0.00     0.00     0.00     -18.69   0.00     0.00     0.59     -808.84 
7        0.67     10.05    135.15   -459.14  -95.42   -352.57  0.00     0.00     0.00     -20.48   -0.00    0.00     0.84     -791.61 
8        0.64     10.17    127.14   -454.24  -92.46   -353.39  0.00     0.00     0.00     -18.73   -0.00    0.00     1.41     -790.27 
9        0.74     10.30    124.77   -458.21  -96.76   -348.71  0.00     0.00     0.00     -17.96   0.00     0.00     1.55     -795.32 
10       0.68     10.37    124.32   -454.18  -92.62   -355.43  0.00     0.00     0.00     -19.38   0.00     0.00     1.32     -795.96 
11       0.63     10.19    145.41   -455.67  -95.73   -352.30  0.00     0.00     0.00     -20.46   -0.00    0.00     1.18     -777.57 
12       0.69     10.27    136.09   -456.64  -91.22   -352.85  0.00     0.00     0.00     -18.15   -0.00    0.00     1.26     -781.51 
13       0.69     9.78     115.68   -449.66  -97.92   -350.41  0.00     0.00     0.00     -20.56   -0.00    0.00     1.44     -801.43 
14       0.60     10.12    113.60   -454.72  -91.75   -353.65  0.00     0.00     0.00     -21.50   -0.00    0.00     1.32     -806.68 
15       0.68     10.17    133.26   -459.97  -90.33   -344.27  0.00     0.00     0.00     -19.03   -0.00    0.00     1.33     -779.02 
16       0.65     10.37    130.48   -456.92  -87.83   -349.61  0.00     0.00     0.00     -20.07   0.00     0.00     1.65     -782.30 
17       0.72     10.41    114.88   -454.41  -92.68   -350.44  0.00     0.00     0.00     -20.96   0.00     0.00     0.80     -802.80 
18       0.70     10.36    137.01   -459.41  -98.07   -355.29  0.00     0.00     0.00     -19.45   0.00     0.00     1.29     -793.92 
19       0.66     10.45    131.10   -457.81  -95.47   -355.02  0.00     0.00     0.00     -20.25   -0.00    0.00     0.99     -796.47 
20       0.64     10.38    118.88   -456.72  -91.48   -352.55  0.00     0.00     0.00     -19.23   -0.00    0.00     1.38     -799.72 
