Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.66     10.37    129.62   -455.00  -92.09   -351.51  0.00     0.00     0.00     -20.30   -0.00    0.00     1.25     -788.04 
3        0.61     10.66    121.26   -459.46  -81.91   -351.06  0.00     0.00     0.00     -20.72   -0.00    0.00     1.22     -790.67 
4        0.63     10.20    147.91   -451.89  -93.46   -353.44  0.00     0.00     0.00     -19.91   -0.00    0.00     0.88     -769.90 
5        0.63     10.18    137.50   -453.94  -93.32   -351.37  0.00     0.00     0.00     -21.18   -0.00    0.00     0.86     -781.45 
6        0.66     10.21    128.33   -456.31  -97.23   -350.55  0.00     0.00     0.00     -19.06   -0.00    0.00     0.84     -793.98 
7        0.64     10.36    131.64   -458.32  -91.34   -354.52  0.00     0.00     0.00     -21.76   -0.00    0.00     0.78     -793.51 
8        0.67     10.43    130.88   -456.45  -90.34   -350.19  0.00     0.00     0.00     -19.32   -0.00    0.00     1.15     -784.26 
9        0.69     10.50    108.81   -457.82  -87.35   -352.21  0.00     0.00     0.00     -19.27   0.00     0.00     1.30     -806.54 
10       0.61     10.40    142.64   -460.95  -94.74   -354.34  0.00     0.00     0.00     -21.45   -0.00    0.00     0.99     -787.85 
11       0.66     10.10    127.52   -449.15  -98.44   -354.10  0.00     0.00     0.00     -19.09   -0.00    0.00     1.10     -792.17 
12       0.62     10.26    133.27   -455.19  -87.78   -351.10  0.00     0.00     0.00     -23.89   0.00     0.00     1.13     -783.56 
13       0.58     10.23    128.57   -451.22  -89.74   -350.42  0.00     0.00     0.00     -20.29   -0.00    0.00     0.88     -782.22 
14       0.64     10.42    121.78   -458.27  -90.40   -351.21  0.00     0.00     0.00     -21.11   -0.00    0.00     1.37     -797.84 
15       0.58     9.82     139.84   -461.08  -94.10   -350.89  0.00     0.00     0.00     -20.17   -0.00    0.00     0.88     -785.52 
16       0.65     10.18    114.64   -457.61  -95.12   -351.22  0.00     0.00     0.00     -21.22   -0.00    0.00     0.75     -809.78 
17       0.54     10.26    127.80   -459.41  -96.87   -353.77  0.00     0.00     0.00     -19.59   -0.00    0.00     0.96     -800.87 
18       0.65     10.24    115.56   -449.14  -95.31   -352.70  0.00     0.00     0.00     -19.78   -0.00    0.00     1.50     -799.87 
19       0.75     10.33    132.81   -460.81  -91.92   -355.75  0.00     0.00     0.00     -21.05   -0.00    0.00     0.95     -795.76 
20       0.73     10.11    145.68   -455.72  -87.49   -352.40  0.00     0.00     0.00     -20.69   -0.00    0.00     1.39     -769.23 
