Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     10.06    80.42    -357.54  -74.08   -363.62  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -737.53 
1        0.96     10.09    4.42     -441.56  -87.60   -363.93  0.00     0.00     0.00     -24.63   -0.00    0.00     0.98     -912.33 
2        0.55     10.37    130.18   -455.57  -93.84   -350.34  0.00     0.00     0.00     -20.62   -0.00    0.00     1.25     -788.94 
3        0.70     10.37    134.79   -457.70  -93.73   -352.54  0.00     0.00     0.00     -18.60   0.00     0.00     1.40     -786.37 
4        0.64     10.35    124.90   -456.59  -90.22   -352.92  0.00     0.00     0.00     -21.14   -0.00    0.00     0.79     -795.18 
5        0.62     10.05    122.89   -461.80  -86.97   -353.68  0.00     0.00     0.00     -21.56   -0.00    0.00     0.89     -800.23 
6        0.67     10.42    131.69   -460.20  -92.36   -349.18  0.00     0.00     0.00     -18.73   0.00     0.00     1.27     -787.51 
7        0.68     10.12    136.04   -455.19  -94.32   -352.01  0.00     0.00     0.00     -20.03   0.00     0.00     1.12     -784.39 
8        0.71     10.11    131.26   -456.34  -97.05   -353.77  0.00     0.00     0.00     -20.31   -0.00    0.00     1.26     -794.95 
9        0.66     9.97     119.87   -462.00  -95.61   -346.02  0.00     0.00     0.00     -20.25   -0.00    0.00     0.51     -803.49 
10       0.61     10.41    144.30   -457.11  -95.35   -350.42  0.00     0.00     0.00     -19.17   0.00     0.00     1.05     -776.69 
11       0.62     10.15    143.05   -455.59  -88.45   -353.23  0.00     0.00     0.00     -20.66   -0.00    0.00     0.83     -774.05 
12       0.61     10.14    129.79   -455.19  -100.09  -344.65  0.00     0.00     0.00     -20.46   -0.00    0.00     0.96     -789.64 
13       0.61     10.12    134.61   -455.95  -94.42   -353.89  0.00     0.00     0.00     -20.85   -0.00    0.00     0.68     -789.81 
14       0.64     10.42    128.73   -462.44  -90.96   -352.15  0.00     0.00     0.00     -21.92   -0.00    0.00     1.08     -797.67 
15       0.60     10.22    145.59   -457.39  -87.14   -354.41  0.00     0.00     0.00     -21.68   -0.00    0.00     1.03     -774.01 
16       0.64     10.57    121.81   -455.39  -89.76   -357.11  0.00     0.00     0.00     -22.70   -0.00    0.00     0.90     -802.25 
17       0.63     10.14    126.30   -452.20  -91.68   -350.93  0.00     0.00     0.00     -19.85   -0.00    0.00     0.84     -787.52 
18       0.59     10.30    130.25   -460.72  -92.66   -346.99  0.00     0.00     0.00     -19.46   -0.00    0.00     0.79     -788.80 
19       0.68     10.34    138.50   -455.81  -96.14   -352.06  0.00     0.00     0.00     -20.44   0.00     0.00     1.01     -784.95 
20       0.64     10.24    120.35   -459.89  -92.71   -355.39  0.00     0.00     0.00     -21.17   -0.00    0.00     0.92     -807.88 
